fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues
0.832,10000,10,1,majority,0.0,2,2
0.972,10000,10,1,plurality,0.0,2,2
0.961,10000,10,1,majority,0.0,2,2
1.092,10000,10,1,plurality,0.0,2,2
1.001,10000,10,1,majority,0.0,2,2
0.918,10000,10,1,plurality,0.0,2,2
0.967,10000,10,1,majority,0.0,2,2
0.851,10000,10,1,plurality,0.0,2,2
0.932,10000,10,1,majority,0.0,2,2
0.827,10000,10,1,plurality,0.0,2,2
0.839,10000,10,1,majority,0.0,2,2
0.872,10000,10,1,plurality,0.0,2,2
0.931,10000,10,1,majority,0.0,2,2
1.18,10000,10,1,plurality,0.0,2,2
0.877,10000,10,1,majority,0.0,2,2
0.938,10000,10,1,plurality,0.0,2,2
1.004,10000,10,1,majority,0.0,2,2
0.913,10000,10,1,plurality,0.0,2,2
0.843,10000,10,1,majority,0.0,2,2
0.841,10000,10,1,plurality,0.0,2,2
0.823,10000,10,1,majority,0.0,2,2
0.873,10000,10,1,plurality,0.0,2,2
0.903,10000,10,1,majority,0.0,2,2
0.795,10000,10,1,plurality,0.0,2,2
0.795,10000,10,1,majority,0.0,2,2
0.883,10000,10,1,plurality,0.0,2,2
0.87,10000,10,1,majority,0.0,2,2
1.003,10000,10,1,plurality,0.0,2,2
0.868,10000,10,1,majority,0.0,2,2
0.814,10000,10,1,plurality,0.0,2,2
0.88,10000,10,1,majority,0.0,2,2
0.86,10000,10,1,plurality,0.0,2,2
0.888,10000,10,1,majority,0.0,2,2
0.894,10000,10,1,plurality,0.0,2,2
1.069,10000,10,1,majority,0.0,2,2
0.91,10000,10,1,plurality,0.0,2,2
1.075,10000,10,1,majority,0.0,2,2
0.896,10000,10,1,plurality,0.0,2,2
0.954,10000,10,1,majority,0.0,2,2
0.93,10000,10,1,plurality,0.0,2,2
0.872,10000,10,1,majority,0.0,2,2
0.789,10000,10,1,plurality,0.0,2,2
0.905,10000,10,1,majority,0.0,2,2
0.899,10000,10,1,plurality,0.0,2,2
0.892,10000,10,1,majority,0.0,2,2
0.827,10000,10,1,plurality,0.0,2,2
0.864,10000,10,1,majority,0.0,2,2
0.854,10000,10,1,plurality,0.0,2,2
0.909,10000,10,1,majority,0.0,2,2
0.906,10000,10,1,plurality,0.0,2,2
0.89,10000,10,1,majority,0.0,2,2
1.001,10000,10,1,plurality,0.0,2,2
0.952,10000,10,1,majority,0.0,2,2
0.874,10000,10,1,plurality,0.0,2,2
0.895,10000,10,1,majority,0.0,2,2
0.891,10000,10,1,plurality,0.0,2,2
0.916,10000,10,1,majority,0.0,2,2
0.976,10000,10,1,plurality,0.0,2,2
0.928,10000,10,1,majority,0.0,2,2
0.919,10000,10,1,plurality,0.0,2,2
1.043,10000,10,1,majority,0.0,2,2
0.983,10000,10,1,plurality,0.0,2,2
0.944,10000,10,1,majority,0.0,2,2
0.942,10000,10,1,plurality,0.0,2,2
0.942,10000,10,1,majority,0.0,2,2
0.957,10000,10,1,plurality,0.0,2,2
0.841,10000,10,1,majority,0.0,2,2
0.831,10000,10,1,plurality,0.0,2,2
0.904,10000,10,1,majority,0.0,2,2
0.861,10000,10,1,plurality,0.0,2,2
0.851,10000,10,1,majority,0.0,2,2
0.88,10000,10,1,plurality,0.0,2,2
0.843,10000,10,1,majority,0.0,2,2
0.882,10000,10,1,plurality,0.0,2,2
0.931,10000,10,1,majority,0.0,2,2
0.923,10000,10,1,plurality,0.0,2,2
0.858,10000,10,1,majority,0.0,2,2
0.96,10000,10,1,plurality,0.0,2,2
0.963,10000,10,1,majority,0.0,2,2
0.822,10000,10,1,plurality,0.0,2,2
0.959,10000,10,1,majority,0.0,2,2
0.855,10000,10,1,plurality,0.0,2,2
0.856,10000,10,1,majority,0.0,2,2
0.935,10000,10,1,plurality,0.0,2,2
1.029,10000,10,1,majority,0.0,2,2
0.788,10000,10,1,plurality,0.0,2,2
0.822,10000,10,1,majority,0.0,2,2
0.988,10000,10,1,plurality,0.0,2,2
0.951,10000,10,1,majority,0.0,2,2
0.861,10000,10,1,plurality,0.0,2,2
0.896,10000,10,1,majority,0.0,2,2
1.043,10000,10,1,plurality,0.0,2,2
0.861,10000,10,1,majority,0.0,2,2
0.926,10000,10,1,plurality,0.0,2,2
0.888,10000,10,1,majority,0.0,2,2
0.986,10000,10,1,plurality,0.0,2,2
0.801,10000,10,1,majority,0.0,2,2
0.987,10000,10,1,plurality,0.0,2,2
0.845,10000,10,1,majority,0.0,2,2
0.865,10000,10,1,plurality,0.0,2,2
0.924,10000,10,1,majority,0.0,2,2
0.937,10000,10,1,plurality,0.0,2,2
0.833,10000,10,1,majority,0.0,2,2
0.963,10000,10,1,plurality,0.0,2,2
0.843,10000,10,1,majority,0.0,2,2
0.982,10000,10,1,plurality,0.0,2,2
0.854,10000,10,1,majority,0.0,2,2
0.852,10000,10,1,plurality,0.0,2,2
0.909,10000,10,1,majority,0.0,2,2
0.862,10000,10,1,plurality,0.0,2,2
0.864,10000,10,1,majority,0.0,2,2
0.966,10000,10,1,plurality,0.0,2,2
0.964,10000,10,1,majority,0.0,2,2
0.919,10000,10,1,plurality,0.0,2,2
0.953,10000,10,1,majority,0.0,2,2
0.935,10000,10,1,plurality,0.0,2,2
0.911,10000,10,1,majority,0.0,2,2
0.789,10000,10,1,plurality,0.0,2,2
0.846,10000,10,1,majority,0.0,2,2
0.877,10000,10,1,plurality,0.0,2,2
0.937,10000,10,1,majority,0.0,2,2
0.946,10000,10,1,plurality,0.0,2,2
0.956,10000,10,1,majority,0.0,2,2
0.872,10000,10,1,plurality,0.0,2,2
0.958,10000,10,1,majority,0.0,2,2
0.856,10000,10,1,plurality,0.0,2,2
0.985,10000,10,1,majority,0.0,2,2
0.836,10000,10,1,plurality,0.0,2,2
1.031,10000,10,1,majority,0.0,2,2
0.993,10000,10,1,plurality,0.0,2,2
0.922,10000,10,1,majority,0.0,2,2
0.862,10000,10,1,plurality,0.0,2,2
0.921,10000,10,1,majority,0.0,2,2
0.906,10000,10,1,plurality,0.0,2,2
0.936,10000,10,1,majority,0.0,2,2
0.894,10000,10,1,plurality,0.0,2,2
0.903,10000,10,1,majority,0.0,2,2
1.041,10000,10,1,plurality,0.0,2,2
0.986,10000,10,1,majority,0.0,2,2
0.908,10000,10,1,plurality,0.0,2,2
0.863,10000,10,1,majority,0.0,2,2
0.856,10000,10,1,plurality,0.0,2,2
0.839,10000,10,1,majority,0.0,2,2
0.781,10000,10,1,plurality,0.0,2,2
0.894,10000,10,1,majority,0.0,2,2
0.898,10000,10,1,plurality,0.0,2,2
0.885,10000,10,1,majority,0.0,2,2
0.907,10000,10,1,plurality,0.0,2,2
0.916,10000,10,1,majority,0.0,2,2
0.943,10000,10,1,plurality,0.0,2,2
0.828,10000,10,1,majority,0.0,2,2
0.865,10000,10,1,plurality,0.0,2,2
0.796,10000,10,1,majority,0.0,2,2
0.867,10000,10,1,plurality,0.0,2,2
0.989,10000,10,1,majority,0.0,2,2
1.093,10000,10,1,plurality,0.0,2,2
0.952,10000,10,1,majority,0.0,2,2
0.983,10000,10,1,plurality,0.0,2,2
0.884,10000,10,1,majority,0.0,2,2
0.934,10000,10,1,plurality,0.0,2,2
0.901,10000,10,1,majority,0.0,2,2
1.056,10000,10,1,plurality,0.0,2,2
0.842,10000,10,1,majority,0.0,2,2
0.91,10000,10,1,plurality,0.0,2,2
0.894,10000,10,1,majority,0.0,2,2
0.926,10000,10,1,plurality,0.0,2,2
0.917,10000,10,1,majority,0.0,2,2
1.068,10000,10,1,plurality,0.0,2,2
0.978,10000,10,1,majority,0.0,2,2
0.9,10000,10,1,plurality,0.0,2,2
0.821,10000,10,1,majority,0.0,2,2
0.98,10000,10,1,plurality,0.0,2,2
0.903,10000,10,1,majority,0.0,2,2
0.845,10000,10,1,plurality,0.0,2,2
0.82,10000,10,1,majority,0.0,2,2
0.931,10000,10,1,plurality,0.0,2,2
1.014,10000,10,1,majority,0.0,2,2
0.798,10000,10,1,plurality,0.0,2,2
0.826,10000,10,1,majority,0.0,2,2
0.862,10000,10,1,plurality,0.0,2,2
0.906,10000,10,1,majority,0.0,2,2
0.95,10000,10,1,plurality,0.0,2,2
0.978,10000,10,1,majority,0.0,2,2
0.933,10000,10,1,plurality,0.0,2,2
1.062,10000,10,1,majority,0.0,2,2
0.997,10000,10,1,plurality,0.0,2,2
1.055,10000,10,1,majority,0.0,2,2
0.873,10000,10,1,plurality,0.0,2,2
0.969,10000,10,1,majority,0.0,2,2
0.87,10000,10,1,plurality,0.0,2,2
0.913,10000,10,1,majority,0.0,2,2
0.864,10000,10,1,plurality,0.0,2,2
0.844,10000,10,1,majority,0.0,2,2
0.837,10000,10,1,plurality,0.0,2,2
0.87,10000,10,1,majority,0.0,2,2
0.859,10000,10,1,plurality,0.0,2,2
0.914,10000,10,1,majority,0.0,2,2
0.845,10000,10,1,plurality,0.0,2,2
0.809,10000,10,1,majority,0.0,2,2
0.871,10000,10,1,plurality,0.0,2,2
0.886,10000,10,1,majority,0.0,2,2
0.926,10000,10,1,plurality,0.0,2,2
0.898,10000,10,1,majority,0.0,2,2
1.082,10000,10,1,plurality,0.0,2,2
0.809,10000,10,1,majority,0.0,2,2
0.852,10000,10,1,plurality,0.0,2,2
0.957,10000,10,1,majority,0.0,2,2
0.959,10000,10,1,plurality,0.0,2,2
0.922,10000,10,1,majority,0.0,2,2
0.887,10000,10,1,plurality,0.0,2,2
1.051,10000,10,1,majority,0.0,2,2
0.918,10000,10,1,plurality,0.0,2,2
0.871,10000,10,1,majority,0.0,2,2
0.815,10000,10,1,plurality,0.0,2,2
1.057,10000,10,1,majority,0.0,2,2
0.873,10000,10,1,plurality,0.0,2,2
0.861,10000,10,1,majority,0.0,2,2
0.999,10000,10,1,plurality,0.0,2,2
0.947,10000,10,1,majority,0.0,2,2
0.966,10000,10,1,plurality,0.0,2,2
0.839,10000,10,1,majority,0.0,2,2
0.985,10000,10,1,plurality,0.0,2,2
1.062,10000,10,1,majority,0.0,2,2
0.932,10000,10,1,plurality,0.0,2,2
0.953,10000,10,1,majority,0.0,2,2
0.811,10000,10,1,plurality,0.0,2,2
0.99,10000,10,1,majority,0.0,2,2
0.825,10000,10,1,plurality,0.0,2,2
0.943,10000,10,1,majority,0.0,2,2
0.966,10000,10,1,plurality,0.0,2,2
0.846,10000,10,1,majority,0.0,2,2
0.843,10000,10,1,plurality,0.0,2,2
0.873,10000,10,1,majority,0.0,2,2
0.922,10000,10,1,plurality,0.0,2,2
0.86,10000,10,1,majority,0.0,2,2
0.961,10000,10,1,plurality,0.0,2,2
0.948,10000,10,1,majority,0.0,2,2
0.951,10000,10,1,plurality,0.0,2,2
0.886,10000,10,1,majority,0.0,2,2
0.888,10000,10,1,plurality,0.0,2,2
0.857,10000,10,1,majority,0.0,2,2
0.932,10000,10,1,plurality,0.0,2,2
0.933,10000,10,1,majority,0.0,2,2
0.887,10000,10,1,plurality,0.0,2,2
0.841,10000,10,1,majority,0.0,2,2
0.926,10000,10,1,plurality,0.0,2,2
0.839,10000,10,1,majority,0.0,2,2
0.909,10000,10,1,plurality,0.0,2,2
1.01,10000,10,1,majority,0.0,2,2
0.826,10000,10,1,plurality,0.0,2,2
1.0,10000,10,1,majority,0.0,2,2
0.854,10000,10,1,plurality,0.0,2,2
0.859,10000,10,1,majority,0.0,2,2
0.891,10000,10,1,plurality,0.0,2,2
0.82,10000,10,1,majority,0.0,2,2
1.041,10000,10,1,plurality,0.0,2,2
0.822,10000,10,1,majority,0.0,2,2
0.949,10000,10,1,plurality,0.0,2,2
0.927,10000,10,1,majority,0.0,2,2
1.011,10000,10,1,plurality,0.0,2,2
1.053,10000,10,1,majority,0.0,2,2
0.87,10000,10,1,plurality,0.0,2,2
0.926,10000,10,1,majority,0.0,2,2
0.932,10000,10,1,plurality,0.0,2,2
0.803,10000,10,1,majority,0.0,2,2
0.834,10000,10,1,plurality,0.0,2,2
0.853,10000,10,1,majority,0.0,2,2
0.872,10000,10,1,plurality,0.0,2,2
0.955,10000,10,1,majority,0.0,2,2
0.866,10000,10,1,plurality,0.0,2,2
0.797,10000,10,1,majority,0.0,2,2
1.062,10000,10,1,plurality,0.0,2,2
0.84,10000,10,1,majority,0.0,2,2
0.882,10000,10,1,plurality,0.0,2,2
0.948,10000,10,1,majority,0.0,2,2
0.864,10000,10,1,plurality,0.0,2,2
1.0,10000,10,1,majority,0.0,2,2
0.975,10000,10,1,plurality,0.0,2,2
1.015,10000,10,1,majority,0.0,2,2
0.881,10000,10,1,plurality,0.0,2,2
0.974,10000,10,1,majority,0.0,2,2
0.758,10000,10,1,plurality,0.0,2,2
0.859,10000,10,1,majority,0.0,2,2
0.992,10000,10,1,plurality,0.0,2,2
0.9,10000,10,1,majority,0.0,2,2
0.834,10000,10,1,plurality,0.0,2,2
0.941,10000,10,1,majority,0.0,2,2
0.907,10000,10,1,plurality,0.0,2,2
0.915,10000,10,1,majority,0.0,2,2
0.986,10000,10,1,plurality,0.0,2,2
0.901,10000,10,1,majority,0.0,2,2
0.848,10000,10,1,plurality,0.0,2,2
0.827,10000,10,1,majority,0.0,2,2
0.884,10000,10,1,plurality,0.0,2,2
1.016,10000,10,1,majority,0.0,2,2
0.921,10000,10,1,plurality,0.0,2,2
0.828,10000,10,1,majority,0.0,2,2
0.807,10000,10,1,plurality,0.0,2,2
0.963,10000,10,1,majority,0.0,2,2
1.163,10000,10,1,plurality,0.0,2,2
0.941,10000,10,1,majority,0.0,2,2
0.805,10000,10,1,plurality,0.0,2,2
0.858,10000,10,1,majority,0.0,2,2
0.956,10000,10,1,plurality,0.0,2,2
0.919,10000,10,1,majority,0.0,2,2
1.127,10000,10,1,plurality,0.0,2,2
0.85,10000,10,1,majority,0.0,2,2
0.882,10000,10,1,plurality,0.0,2,2
0.885,10000,10,1,majority,0.0,2,2
0.833,10000,10,1,plurality,0.0,2,2
1.043,10000,10,1,majority,0.0,2,2
1.009,10000,10,1,plurality,0.0,2,2
0.839,10000,10,1,majority,0.0,2,2
0.896,10000,10,1,plurality,0.0,2,2
0.904,10000,10,1,majority,0.0,2,2
0.937,10000,10,1,plurality,0.0,2,2
0.88,10000,10,1,majority,0.0,2,2
0.854,10000,10,1,plurality,0.0,2,2
0.767,10000,10,1,majority,0.0,2,2
0.988,10000,10,1,plurality,0.0,2,2
0.87,10000,10,1,majority,0.0,2,2
0.793,10000,10,1,plurality,0.0,2,2
0.76,10000,10,1,majority,0.0,2,2
0.806,10000,10,1,plurality,0.0,2,2
0.836,10000,10,1,majority,0.0,2,2
0.917,10000,10,1,plurality,0.0,2,2
0.893,10000,10,1,majority,0.0,2,2
0.982,10000,10,1,plurality,0.0,2,2
0.898,10000,10,1,majority,0.0,2,2
0.926,10000,10,1,plurality,0.0,2,2
0.911,10000,10,1,majority,0.0,2,2
0.903,10000,10,1,plurality,0.0,2,2
0.935,10000,10,1,majority,0.0,2,2
0.876,10000,10,1,plurality,0.0,2,2
0.841,10000,10,1,majority,0.0,2,2
0.901,10000,10,1,plurality,0.0,2,2
0.85,10000,10,1,majority,0.0,2,2
0.928,10000,10,1,plurality,0.0,2,2
0.843,10000,10,1,majority,0.0,2,2
0.809,10000,10,1,plurality,0.0,2,2
0.871,10000,10,1,majority,0.0,2,2
0.844,10000,10,1,plurality,0.0,2,2
0.863,10000,10,1,majority,0.0,2,2
0.879,10000,10,1,plurality,0.0,2,2
0.927,10000,10,1,majority,0.0,2,2
0.922,10000,10,1,plurality,0.0,2,2
0.82,10000,10,1,majority,0.0,2,2
0.825,10000,10,1,plurality,0.0,2,2
0.789,10000,10,1,majority,0.0,2,2
0.805,10000,10,1,plurality,0.0,2,2
0.967,10000,10,1,majority,0.0,2,2
1.036,10000,10,1,plurality,0.0,2,2
0.922,10000,10,1,majority,0.0,2,2
0.969,10000,10,1,plurality,0.0,2,2
0.801,10000,10,1,majority,0.0,2,2
0.88,10000,10,1,plurality,0.0,2,2
0.954,10000,10,1,majority,0.0,2,2
0.839,10000,10,1,plurality,0.0,2,2
0.924,10000,10,1,majority,0.0,2,2
0.847,10000,10,1,plurality,0.0,2,2
0.892,10000,10,1,majority,0.0,2,2
0.882,10000,10,1,plurality,0.0,2,2
1.152,10000,10,1,majority,0.0,2,2
0.913,10000,10,1,plurality,0.0,2,2
0.97,10000,10,1,majority,0.0,2,2
1.021,10000,10,1,plurality,0.0,2,2
0.975,10000,10,1,majority,0.0,2,2
0.86,10000,10,1,plurality,0.0,2,2
0.905,10000,10,1,majority,0.0,2,2
0.896,10000,10,1,plurality,0.0,2,2
0.892,10000,10,1,majority,0.0,2,2
0.837,10000,10,1,plurality,0.0,2,2
1.05,10000,10,1,majority,0.0,2,2
0.964,10000,10,1,plurality,0.0,2,2
0.924,10000,10,1,majority,0.0,2,2
0.908,10000,10,1,plurality,0.0,2,2
0.938,10000,10,1,majority,0.0,2,2
0.949,10000,10,1,plurality,0.0,2,2
0.856,10000,10,1,majority,0.0,2,2
0.9,10000,10,1,plurality,0.0,2,2
0.872,10000,10,1,majority,0.0,2,2
0.938,10000,10,1,plurality,0.0,2,2
0.878,10000,10,1,majority,0.0,2,2
0.995,10000,10,1,plurality,0.0,2,2
0.894,10000,10,1,majority,0.0,2,2
0.793,10000,10,1,plurality,0.0,2,2
0.885,10000,10,1,majority,0.0,2,2
0.99,10000,10,1,plurality,0.0,2,2
0.844,10000,10,1,majority,0.0,2,2
0.91,10000,10,1,plurality,0.0,2,2
0.912,10000,10,1,majority,0.0,2,2
1.051,10000,10,1,plurality,0.0,2,2
0.888,10000,10,1,majority,0.0,2,2
1.204,10000,10,1,plurality,0.0,2,2
0.817,10000,10,1,majority,0.0,2,2
0.903,10000,10,1,plurality,0.0,2,2
0.901,10000,10,1,majority,0.0,2,2
0.888,10000,10,1,plurality,0.0,2,2
0.846,10000,10,1,majority,0.0,2,2
0.931,10000,10,1,plurality,0.0,2,2
0.898,10000,10,1,majority,0.0,2,2
0.866,10000,10,1,plurality,0.0,2,2
0.836,10000,10,1,majority,0.0,2,2
0.915,10000,10,1,plurality,0.0,2,2
0.917,10000,10,1,majority,0.0,2,2
0.984,10000,10,1,plurality,0.0,2,2
0.858,10000,10,1,majority,0.0,2,2
0.895,10000,10,1,plurality,0.0,2,2
1.077,10000,10,1,majority,0.0,2,2
1.17,10000,10,1,plurality,0.0,2,2
1.02,10000,10,1,majority,0.0,2,2
0.863,10000,10,1,plurality,0.0,2,2
0.858,10000,10,1,majority,0.0,2,2
0.881,10000,10,1,plurality,0.0,2,2
0.969,10000,10,1,majority,0.0,2,2
1.009,10000,10,1,plurality,0.0,2,2
0.88,10000,10,1,majority,0.0,2,2
0.933,10000,10,1,plurality,0.0,2,2
0.868,10000,10,1,majority,0.0,2,2
0.982,10000,10,1,plurality,0.0,2,2
0.826,10000,10,1,majority,0.0,2,2
0.913,10000,10,1,plurality,0.0,2,2
1.025,10000,10,1,majority,0.0,2,2
0.87,10000,10,1,plurality,0.0,2,2
0.894,10000,10,1,majority,0.0,2,2
0.857,10000,10,1,plurality,0.0,2,2
0.92,10000,10,1,majority,0.0,2,2
1.058,10000,10,1,plurality,0.0,2,2
0.94,10000,10,1,majority,0.0,2,2
0.919,10000,10,1,plurality,0.0,2,2
0.953,10000,10,1,majority,0.0,2,2
0.804,10000,10,1,plurality,0.0,2,2
0.842,10000,10,1,majority,0.0,2,2
0.915,10000,10,1,plurality,0.0,2,2
0.917,10000,10,1,majority,0.0,2,2
0.925,10000,10,1,plurality,0.0,2,2
0.792,10000,10,1,majority,0.0,2,2
0.893,10000,10,1,plurality,0.0,2,2
0.915,10000,10,1,majority,0.0,2,2
0.874,10000,10,1,plurality,0.0,2,2
0.929,10000,10,1,majority,0.0,2,2
0.933,10000,10,1,plurality,0.0,2,2
0.951,10000,10,1,majority,0.0,2,2
0.919,10000,10,1,plurality,0.0,2,2
0.854,10000,10,1,majority,0.0,2,2
0.869,10000,10,1,plurality,0.0,2,2
0.841,10000,10,1,majority,0.0,2,2
0.91,10000,10,1,plurality,0.0,2,2
0.861,10000,10,1,majority,0.0,2,2
0.852,10000,10,1,plurality,0.0,2,2
0.921,10000,10,1,majority,0.0,2,2
0.891,10000,10,1,plurality,0.0,2,2
0.901,10000,10,1,majority,0.0,2,2
0.816,10000,10,1,plurality,0.0,2,2
0.887,10000,10,1,majority,0.0,2,2
0.816,10000,10,1,plurality,0.0,2,2
0.895,10000,10,1,majority,0.0,2,2
0.984,10000,10,1,plurality,0.0,2,2
0.806,10000,10,1,majority,0.0,2,2
0.959,10000,10,1,plurality,0.0,2,2
0.946,10000,10,1,majority,0.0,2,2
1.044,10000,10,1,plurality,0.0,2,2
0.883,10000,10,1,majority,0.0,2,2
0.857,10000,10,1,plurality,0.0,2,2
0.898,10000,10,1,majority,0.0,2,2
0.832,10000,10,1,plurality,0.0,2,2
0.951,10000,10,1,majority,0.0,2,2
0.932,10000,10,1,plurality,0.0,2,2
0.838,10000,10,1,majority,0.0,2,2
0.964,10000,10,1,plurality,0.0,2,2
0.921,10000,10,1,majority,0.0,2,2
0.878,10000,10,1,plurality,0.0,2,2
1.011,10000,10,1,majority,0.0,2,2
0.921,10000,10,1,plurality,0.0,2,2
0.808,10000,10,1,majority,0.0,2,2
0.91,10000,10,1,plurality,0.0,2,2
0.92,10000,10,1,majority,0.0,2,2
0.846,10000,10,1,plurality,0.0,2,2
0.883,10000,10,1,majority,0.0,2,2
0.896,10000,10,1,plurality,0.0,2,2
0.921,10000,10,1,majority,0.0,2,2
1.041,10000,10,1,plurality,0.0,2,2
0.875,10000,10,1,majority,0.0,2,2
0.92,10000,10,1,plurality,0.0,2,2
0.939,10000,10,1,majority,0.0,2,2
0.979,10000,10,1,plurality,0.0,2,2
0.85,10000,10,1,majority,0.0,2,2
0.863,10000,10,1,plurality,0.0,2,2
0.957,10000,10,1,majority,0.0,2,2
0.942,10000,10,1,plurality,0.0,2,2
0.913,10000,10,1,majority,0.0,2,2
0.912,10000,10,1,plurality,0.0,2,2
0.817,10000,10,1,majority,0.0,2,2
0.99,10000,10,1,plurality,0.0,2,2
0.91,10000,10,1,majority,0.0,2,2
1.048,10000,10,1,plurality,0.0,2,2
0.983,10000,10,1,majority,0.0,2,2
0.9,10000,10,1,plurality,0.0,2,2
0.96,10000,10,1,majority,0.0,2,2
0.807,10000,10,1,plurality,0.0,2,2
0.847,10000,10,1,majority,0.0,2,2
0.939,10000,10,1,plurality,0.0,2,2
0.994,10000,10,1,majority,0.0,2,2
0.916,10000,10,1,plurality,0.0,2,2
0.949,10000,10,1,majority,0.0,2,2
0.89,10000,10,1,plurality,0.0,2,2
0.992,10000,10,1,majority,0.0,2,2
0.956,10000,10,1,plurality,0.0,2,2
0.896,10000,10,1,majority,0.0,2,2
0.924,10000,10,1,plurality,0.0,2,2
0.801,10000,10,1,majority,0.0,2,2
0.946,10000,10,1,plurality,0.0,2,2
0.868,10000,10,1,majority,0.0,2,2
0.815,10000,10,1,plurality,0.0,2,2
0.906,10000,10,1,majority,0.0,2,2
0.88,10000,10,1,plurality,0.0,2,2
0.857,10000,10,1,majority,0.0,2,2
0.933,10000,10,1,plurality,0.0,2,2
1.007,10000,10,1,majority,0.0,2,2
0.882,10000,10,1,plurality,0.0,2,2
0.872,10000,10,1,majority,0.0,2,2
0.84,10000,10,1,plurality,0.0,2,2
0.882,10000,10,1,majority,0.0,2,2
0.893,10000,10,1,plurality,0.0,2,2
0.963,10000,10,1,majority,0.0,2,2
1.063,10000,10,1,plurality,0.0,2,2
1.042,10000,10,1,majority,0.0,2,2
0.917,10000,10,1,plurality,0.0,2,2
0.812,10000,10,1,majority,0.0,2,2
0.878,10000,10,1,plurality,0.0,2,2
0.782,10000,10,1,majority,0.0,2,2
0.828,10000,10,1,plurality,0.0,2,2
0.827,10000,10,1,majority,0.0,2,2
0.853,10000,10,1,plurality,0.0,2,2
0.931,10000,10,1,majority,0.0,2,2
0.879,10000,10,1,plurality,0.0,2,2
0.888,10000,10,1,majority,0.0,2,2
0.866,10000,10,1,plurality,0.0,2,2
0.982,10000,10,1,majority,0.0,2,2
0.997,10000,10,1,plurality,0.0,2,2
0.887,10000,10,1,majority,0.0,2,2
0.87,10000,10,1,plurality,0.0,2,2
0.817,10000,10,1,majority,0.0,2,2
0.839,10000,10,1,plurality,0.0,2,2
0.932,10000,10,1,majority,0.0,2,2
0.981,10000,10,1,plurality,0.0,2,2
0.842,10000,10,1,majority,0.0,2,2
1.049,10000,10,1,plurality,0.0,2,2
0.848,10000,10,1,majority,0.0,2,2
0.979,10000,10,1,plurality,0.0,2,2
0.894,10000,10,1,majority,0.0,2,2
0.908,10000,10,1,plurality,0.0,2,2
0.98,10000,10,1,majority,0.0,2,2
0.866,10000,10,1,plurality,0.0,2,2
0.869,10000,10,1,majority,0.0,2,2
0.869,10000,10,1,plurality,0.0,2,2
0.892,10000,10,1,majority,0.0,2,2
0.841,10000,10,1,plurality,0.0,2,2
0.968,10000,10,1,majority,0.0,2,2
0.831,10000,10,1,plurality,0.0,2,2
0.892,10000,10,1,majority,0.0,2,2
0.902,10000,10,1,plurality,0.0,2,2
0.86,10000,10,1,majority,0.0,2,2
0.889,10000,10,1,plurality,0.0,2,2
0.938,10000,10,1,majority,0.0,2,2
0.881,10000,10,1,plurality,0.0,2,2
0.906,10000,10,1,majority,0.0,2,2
0.989,10000,10,1,plurality,0.0,2,2
0.789,10000,10,1,majority,0.0,2,2
0.906,10000,10,1,plurality,0.0,2,2
0.873,10000,10,1,majority,0.0,2,2
0.842,10000,10,1,plurality,0.0,2,2
0.857,10000,10,1,majority,0.0,2,2
0.942,10000,10,1,plurality,0.0,2,2
0.939,10000,10,1,majority,0.0,2,2
0.835,10000,10,1,plurality,0.0,2,2
0.949,10000,10,1,majority,0.0,2,2
0.853,10000,10,1,plurality,0.0,2,2
0.851,10000,10,1,majority,0.0,2,2
0.833,10000,10,1,plurality,0.0,2,2
0.901,10000,10,1,majority,0.0,2,2
0.899,10000,10,1,plurality,0.0,2,2
0.825,10000,10,1,majority,0.0,2,2
0.914,10000,10,1,plurality,0.0,2,2
0.832,10000,10,1,majority,0.0,2,2
0.878,10000,10,1,plurality,0.0,2,2
0.962,10000,10,1,majority,0.0,2,2
0.823,10000,10,1,plurality,0.0,2,2
0.931,10000,10,1,majority,0.0,2,2
0.988,10000,10,1,plurality,0.0,2,2
0.921,10000,10,1,majority,0.0,2,2
0.867,10000,10,1,plurality,0.0,2,2
0.895,10000,10,1,majority,0.0,2,2
1.039,10000,10,1,plurality,0.0,2,2
0.928,10000,10,1,majority,0.0,2,2
0.88,10000,10,1,plurality,0.0,2,2
1.03,10000,10,1,majority,0.0,2,2
0.96,10000,10,1,plurality,0.0,2,2
0.911,10000,10,1,majority,0.0,2,2
0.824,10000,10,1,plurality,0.0,2,2
0.891,10000,10,1,majority,0.0,2,2
0.853,10000,10,1,plurality,0.0,2,2
1.137,10000,10,1,majority,0.0,2,2
0.912,10000,10,1,plurality,0.0,2,2
0.88,10000,10,1,majority,0.0,2,2
0.95,10000,10,1,plurality,0.0,2,2
0.926,10000,10,1,majority,0.0,2,2
0.954,10000,10,1,plurality,0.0,2,2
0.873,10000,10,1,majority,0.0,2,2
1.007,10000,10,1,plurality,0.0,2,2
0.817,10000,10,1,majority,0.0,2,2
0.917,10000,10,1,plurality,0.0,2,2
0.865,10000,10,1,majority,0.0,2,2
0.929,10000,10,1,plurality,0.0,2,2
0.89,10000,10,1,majority,0.0,2,2
0.867,10000,10,1,plurality,0.0,2,2
1.005,10000,10,1,majority,0.0,2,2
0.948,10000,10,1,plurality,0.0,2,2
0.881,10000,10,1,majority,0.0,2,2
1.001,10000,10,1,plurality,0.0,2,2
